,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
40090,348 EASTERN PKWY,2017-05-11,Residential,BROOKLYN,11225,40.670491,-73.957171,Crown Heights South
40092,445 PINE STREET,2017-06-23,Residential,BROOKLYN,11208,40.67473,-73.870783,East New York
40093,777 EAST 169TH STREE T,2017-01-05,Residential,BRONX,10456,40.830622,-73.899468,Morrisania-Melrose
40100,149-56 116TH ST 2ND FLOOR,2017-05-24,Residential,QUEENS,11420,40.668232,-73.824539,South Ozone Park
40104,3990 BRONX BLVD.,2017-06-05,Commercial,BRONX,10466,40.889347,-73.864004,Williamsbridge-Olinville
40105,2843 BRIGHTON 7TH ST,2017-03-27,Residential,BROOKLYN,11235,40.582439,-73.962095,Brighton Beach
40114,735 LINCOLN AVENUE,2017-01-03,Residential,BROOKLYN,11208,40.671074,-73.866042,East New York
40115,188-35 B 69TH AVENUE   UNIT 1C,2017-02-02,Residential,QUEENS,11365,40.735554,-73.783032,Fresh Meadows-Utopia
40119,2585 GRAND CONCOURSE,2017-02-28,Residential,BRONX,10468,40.864433,-73.895639,Bedford Park-Fordham North
40120,86-18 102 STREET,2017-02-15,Residential,QUEENS,11418,40.69576,-73.845672,Richmond Hill
40121,427 LINDEN BLVD,2017-01-05,Residential,BROOKLYN,11203,40.65302,-73.943361,East Flatbush-Farragut
40122,301 STERLING STREET,2017-02-01,Residential,BROOKLYN,11225,40.663102,-73.951419,Prospect Lefferts Gardens-Wingate
40128,59-05 MYRTLE AVENUE,2017-02-08,Residential,QUEENS,11385,40.70051,-73.900046,Ridgewood
40132,235 E. 25TH STREET,2017-05-08,Commercial,MANHATTAN,10010,40.73975,-73.981325,Murray Hill-Kips Bay
40133,160 RIVERSIDE BLVD.,2017-01-11,Residential,MANHATTAN,10069,40.777807,-73.988717,Lincoln Square
40144,218-93 HEMPSTEAD AVE,2017-01-06,Residential,QUEENS,11429,40.713017,-73.734834,Queens Village
40148,878 BRYANT AVENUE,2017-03-22,Residential,BRONX,10474,40.819464,-73.886814,Hunts Point
40155,65 CRYSTAL ST,2017-02-22,Residential,BROOKLYN,11208,40.677191,-73.87487,East New York
40167,1733 78TH STREET,2017-04-25,Residential,BROOKLYN,11214,40.612564,-73.999236,Bensonhurst West
40180,1777 GRAND CONCOURSE,2017-05-10,Residential,BRONX,10453,40.846431,-73.909402,Mount Hope
40199,50 FOUNTAIN AVENUE,2017-06-21,Residential,BROOKLYN,11208,40.679051,-73.876309,East New York
40213,395 E. 197TH ST.,2017-06-08,Residential,BRONX,10458,40.865531,-73.887021,Bedford Park-Fordham North
40214,952 SHERMAN AVENUE,2017-01-23,Residential,BRONX,10456,40.828033,-73.919208,East Concourse-Concourse Village
40224,2089 AMSTERDAM AVENUE,2017-03-31,Commercial,MANHATTAN,10032,40.836842,-73.939114,Washington Heights South
40231,141 E. 89TH STREET,2017-01-17,Residential,MANHATTAN,10128,40.781292,-73.953828,Upper East Side-Carnegie Hill
40239,1420 GRAND CONCOURSE,2017-05-18,Residential,BRONX,10456,40.839249,-73.913448,East Concourse-Concourse Village
40242,1339 PROSPECT AVENUE,2017-03-21,Residential,BRONX,10459,40.829569,-73.897522,Morrisania-Melrose
40246,89-25A QUEENS BOULEV ARD,2017-05-05,Commercial,QUEENS,11373,40.734473,-73.873687,Elmhurst
40250,1209 FRANKLIN AVENUE,2017-01-12,Residential,BRONX,10456,40.830038,-73.903834,Morrisania-Melrose
40251,1370 ST NICHOLAS AVE,2017-04-11,Residential,MANHATTAN,10033,40.847771,-73.934853,Washington Heights South
40254,1561 PARK PLACE,2017-06-12,Residential,BROOKLYN,11213,40.672105,-73.925857,Crown Heights North
40257,195 STEUBEN STREET,2017-06-21,Residential,STATEN ISLAND,10304,40.60893,-74.083235,Grymes Hill-Clifton-Fox Hills
40258,3000 OCEAN PARKWAY,2017-06-12,Residential,BROOKLYN,11235,40.576998,-73.968383,West Brighton
40259,20-72 STEINWAY STREET,2017-03-17,Residential,QUEENS,11105,40.775025,-73.903426,Steinway
40260,2162 VALENTINE AVE.,2017-03-08,Residential,BRONX,10457,40.854426,-73.899157,Mount Hope
40265,2311 SOUTHERN BLVD,2017-03-30,Residential,BRONX,10460,40.850963,-73.882362,Belmont
40266,2829 SEDGWICK AVENUE,2017-06-28,Residential,BRONX,10468,40.87309,-73.901956,Van Cortlandt Village
40276,2645 MORRIS AVENUE,2017-01-31,Residential,BRONX,10468,40.866495,-73.896749,Bedford Park-Fordham North
40285,307 OLYMPIA BLVD.,2017-03-06,Residential,STATEN ISLAND,10305,40.589935,-74.077868,Old Town-Dongan Hills-South Beach
40288,1123 GIPSON STREET,2017-01-12,Residential,QUEENS,11691,40.605324,-73.75907,Far Rockaway-Bayswater
40292,3420 CLARENDON ROAD,2017-02-15,Residential,BROOKLYN,11203,40.643493,-73.944627,East Flatbush-Farragut
40302,311 EAST 109 STREET,2017-06-13,Residential,MANHATTAN,10029,40.792337,-73.940501,East Harlem North
40305,1366 PINSON STREET,2017-03-08,Residential,QUEENS,11691,40.607243,-73.755509,Far Rockaway-Bayswater
40311,33 32 147TH STREET,2017-03-22,Residential,QUEENS,11354,40.768201,-73.820222,Murray Hill
40317,211-02 75TH AVENUE,2017-03-07,Residential,QUEENS,11364,40.737763,-73.760807,Oakland Gardens
40327,1249 CLAY AVENUE,2017-01-24,Residential,BRONX,10456,40.833249,-73.910132,East Concourse-Concourse Village
40347,1390 FIFTH AVE,2017-06-12,Residential,MANHATTAN,10026,40.799512,-73.947314,Central Harlem South
40352,7622 3 AVENUE,2017-06-06,Residential,BROOKLYN,11209,40.630531,-74.028184,Bay Ridge
40354,200 WEST 131ST ST,2017-05-01,Residential,MANHATTAN,10027,40.812812,-73.945739,Central Harlem North-Polo Grounds
40360,69 EAST 177TH STREET,2017-02-15,Residential,BRONX,10453,40.849812,-73.908692,Mount Hope
40361,505 W 162ND ST  A/K/ A 1045 ST. NICHOLAS,2017-03-02,Commercial,MANHATTAN,10032,40.836274,-73.940401,Washington Heights South
40363,2051 GRAND CONCOURSE,2017-01-17,Residential,BRONX,10453,40.85258,-73.903494,Mount Hope
40365,3440 GUIDER AVENUE,2017-02-21,Residential,BROOKLYN,11235,40.582951,-73.957972,Brighton Beach
40374,46 FOUNTAIN AVENUE,2017-05-12,Residential,BROOKLYN,11208,40.679119,-73.876323,East New York
40385,155-165 E. MOSHOLU   PKWY N,2017-01-04,Residential,BRONX,10467,40.87606,-73.881482,Norwood
40387,124 AUTUMN AVENUE,2017-06-19,Residential,BROOKLYN,11208,40.687323,-73.871043,Cypress Hills-City Line
40392,320 BEACH 89 STREET,2017-06-15,Residential,QUEENS,11693,40.588619,-73.813998,Hammels-Arverne-Edgemere
40409,724 EAST 27TH STREET,2017-05-12,Residential,BROOKLYN,11210,40.633003,-73.950973,Flatbush
40415,1041 PUGSLEY AVENUE APT 3A,2017-04-17,Residential,BRONX,10472,40.827716,-73.856386,Soundview-Bruckner
40427,20-69 SHORE BLVD,2017-06-05,Residential,QUEENS,11105,40.784346,-73.91669,Steinway
40434,900 OGDEN AVENUE,2017-06-22,Residential,BRONX,10452,40.830601,-73.930682,Highbridge
40437,1786 TOPPING AVENUE,2017-02-01,Residential,BRONX,10457,40.846214,-73.905618,Mount Hope
40443,207 MORNINGSTAR ROAD,2017-01-05,Residential,STATEN ISLAND,10303,40.633038,-74.146311,Port Richmond
40457,315 E. 72ND STREET,2017-02-16,Residential,MANHATTAN,10021,40.768454,-73.957519,Lenox Hill-Roosevelt Island
40460,5030 BROADWAY,2017-05-16,Commercial,MANHATTAN,10034,40.868979,-73.917383,Marble Hill-Inwood
40461,15 EAST CLARKE PLACE,2017-01-26,Residential,BRONX,10452,40.838102,-73.918274,West Concourse
40463,1435 BRYANT AVENUE,2017-06-09,Residential,BRONX,10459,40.830911,-73.888446,Crotona Park East
40473,163-15 130TH AVE,2017-06-13,Residential,QUEENS,11434,40.67657,-73.777888,Springfield Gardens North
40490,1414 DICKENS STREET,2017-02-17,Residential,QUEENS,11691,40.608751,-73.760135,Far Rockaway-Bayswater
40498,3820 WALDO AVENUE,2017-02-16,Residential,BRONX,10463,40.887795,-73.90358,Spuyten Duyvil-Kingsbridge
40501,1737 66TH STREET,2017-04-19,Residential,BROOKLYN,11204,40.619352,-73.992151,Bensonhurst West
40504,2605 AVENUE D,2017-05-30,Residential,BROOKLYN,11226,40.640727,-73.952203,Erasmus
40507,265 MILL ROAD,2017-06-26,Residential,STATEN ISLAND,10306,40.562387,-74.111617,Oakwood-Oakwood Beach
40509,3609 BRONXWOOD AVE,2017-05-10,Residential,BRONX,10469,40.877956,-73.859164,Williamsbridge-Olinville
40512,140 BRADHURST AVENUE,2017-06-09,Residential,MANHATTAN,10039,40.825949,-73.940923,Central Harlem North-Polo Grounds
40513,115-01 107TH AVENUE,2017-03-01,Residential,QUEENS,11419,40.683474,-73.826482,South Ozone Park
40519,2407 VALENTINE AVENUE,2017-01-20,Residential,BRONX,10458,40.859579,-73.897031,Bedford Park-Fordham North
40522,134-35 166TH PLACE,2017-03-03,Residential,QUEENS,11434,40.673116,-73.773505,Springfield Gardens North
40532,20 VANDALIA AVENUE,2017-04-05,Residential,BROOKLYN,11239,40.649498,-73.887189,Starrett City
40542,233-06 MERRICK BLVD,2017-03-10,Commercial,QUEENS,11413,40.674839,-73.736774,Laurelton
40550,1810 CORTELYOU ROAD,2017-02-22,Residential,BROOKLYN,11226,40.642506,-73.961545,Flatbush
40552,1325 FIFTH AVENUE,2017-05-19,Residential,MANHATTAN,10029,40.797706,-73.948608,East Harlem South
40554,6211 BROADWAY,2017-03-01,Residential,BRONX,10471,40.896396,-73.8968,North Riverdale-Fieldston-Riverdale
40555,2710 MORRIS AVENUE,2017-01-09,Residential,BRONX,10468,40.867919,-73.895604,Van Cortlandt Village
40567,67 W 119TH STREET,2017-05-12,Residential,MANHATTAN,10026,40.803368,-73.946852,Central Harlem South
40581,584 HINSDALE STREET,2017-03-08,Residential,BROOKLYN,11207,40.660473,-73.897774,East New York (Pennsylvania Ave)
40586,1071 TINTON AVE,2017-01-25,Residential,BRONX,10456,40.825766,-73.901874,Morrisania-Melrose
40591,1201 BROADWAY,2017-04-26,Commercial,MANHATTAN,10001,40.745869,-73.988635,Midtown-Midtown South
40595,540 EAST 169TH ST.,2017-02-15,Residential,BRONX,10456,40.832517,-73.904383,Claremont-Bathgate
40599,79 BRIGHTON 11TH STREET,2017-01-05,Residential,BROOKLYN,11235,40.580901,-73.957023,Brighton Beach
40601,1992 NOSTRAND AVENUE,2017-03-13,Residential,BROOKLYN,11210,40.637091,-73.948116,Flatbush
40623,625 MAIN STREET,2017-06-05,Residential,MANHATTAN,10044,40.763408,-73.948548,Lenox Hill-Roosevelt Island
40631,2191 CRESTON AVE,2017-03-29,Residential,BRONX,10453,40.855598,-73.902376,Fordham South
40633,119-23 180TH STREET,2017-05-30,Residential,QUEENS,11434,40.686959,-73.764036,St. Albans
40657,180 BETHEL LOOP,2017-06-19,Residential,BROOKLYN,11239,40.651296,-73.882108,Starrett City
40665,319 E. 24TH STREET,2017-01-05,Residential,MANHATTAN,10010,40.738103,-73.97933,Murray Hill-Kips Bay
40681,21-06 35TH STREET,2017-01-04,Residential,QUEENS,11105,40.776348,-73.907114,Steinway
40684,208 BUSH STREET,2017-05-05,Residential,BRONX,10457,40.851554,-73.903723,Mount Hope
40685,1125 WYATT STREET,2017-06-27,Residential,BRONX,10460,40.83921,-73.876983,Crotona Park East
40687,65 COLUMBIA STREET,2017-01-05,Residential,MANHATTAN,10002,40.717012,-73.980286,Lower East Side
40690,1832 VICTOR STREET,2017-04-06,Residential,BRONX,10462,40.845907,-73.867169,Van Nest-Morris Park-Westchester Square
40694,2411 EAST 3RD STREET,2017-04-27,Residential,BROOKLYN,11223,40.591351,-73.96753,Homecrest
40697,35 GRAFTON STREET,2017-02-24,Residential,BROOKLYN,11212,40.667615,-73.918959,Brownsville
40726,75 HAWTHORNE STREET,2017-04-05,Residential,BROOKLYN,11225,40.657376,-73.957954,Prospect Lefferts Gardens-Wingate
40728,288 EAST 168TH STREET,2017-04-04,Residential,BRONX,10456,40.833333,-73.912802,East Concourse-Concourse Village
40735,300 SUTTER AVENUE,2017-06-23,Residential,BROOKLYN,11212,40.667355,-73.908654,Brownsville
40744,21-09 35TH AVENUE,2017-01-30,Residential,QUEENS,11106,40.761321,-73.935295,Astoria
40746,780 GRAND CONCOURSE,2017-06-27,Residential,BRONX,10451,40.824405,-73.924047,East Concourse-Concourse Village
40749,602 39TH STREET APT 106,2017-01-04,Residential,BROOKLYN,11232,40.649715,-74.001359,Sunset Park East
40757,771 EAST 39TH STREET,2017-03-06,Residential,BROOKLYN,11210,40.638152,-73.939547,East Flatbush-Farragut
40767,3873 ORLOFF AVENUE,2017-01-09,Residential,BRONX,10463,40.884179,-73.896157,Van Cortlandt Village
40768,142-02 84TH DR,2017-04-17,Residential,QUEENS,11435,40.710978,-73.814883,Briarwood-Jamaica Hills
40774,151 EAST 80TH STREET,2017-04-05,Residential,MANHATTAN,10075,40.775481,-73.957995,Upper East Side-Carnegie Hill
40778,1990 LEXINGTON AVENUE,2017-01-09,Residential,MANHATTAN,10035,40.802074,-73.939113,East Harlem North
40779,982A ROGERS PLACE,2017-06-30,Residential,BRONX,10459,40.823596,-73.89773,Longwood
40785,3215 BAINBRIDGE AVENUE,2017-04-10,Residential,BRONX,10467,40.876297,-73.879655,Norwood
40790,1581 PRESIDENT STREE T,2017-05-12,Residential,BROOKLYN,11213,40.667261,-73.935635,Crown Heights North
40791,1501 BRUCKNER BOULEVARD,2017-06-26,Commercial,BRONX,10472,40.823737,-73.878851,Soundview-Bruckner
40794,1265 MORRISON AVENUE,2017-06-20,Residential,BRONX,10472,40.831254,-73.875036,West Farms-Bronx River
40799,2300 OLINVILLE AVENUE,2017-03-17,Residential,BRONX,10467,40.859808,-73.868536,Bronxdale
40809,535 WEST 43RD STREET,2017-05-19,Residential,MANHATTAN,10036,40.760944,-73.99648,Clinton
40811,49-09 101ST ST.,2017-02-15,Commercial,QUEENS,11368,40.743246,-73.86248,Corona
40812,726 EAST 152ND STREET,2017-03-22,Commercial,BRONX,10455,40.816005,-73.907976,Melrose South-Mott Haven North
40826,514 W. 211TH ST AKA 514-522 W. 211TH ST.,2017-04-28,Residential,MANHATTAN,10034,40.867248,-73.917606,Marble Hill-Inwood
40834,69-73 W. TREMONT AVE,2017-05-03,Residential,BRONX,10453,40.851036,-73.912143,University Heights-Morris Heights
40841,136 SHEPHERD AVENUE,2017-03-22,Residential,BROOKLYN,11208,40.68175,-73.882249,Cypress Hills-City Line
40850,462 36TH ST,2017-01-18,Commercial,BROOKLYN,11232,40.653481,-74.003063,Sunset Park West
40851,1-9 JACOBUS PLACE,2017-05-23,Residential,MANHATTAN,10463,40.875146,-73.912154,Marble Hill-Inwood
40856,623 NINTH AVENUE,2017-06-05,Commercial,MANHATTAN,10036,40.759829,-73.991626,Clinton
40859,98-17 HORACE HARDING EXPWY.,2017-06-22,Residential,QUEENS,11368,40.735583,-73.860168,Corona
40863,1075 WEBSTER AVENUE,2017-02-06,Residential,BRONX,10456,40.828785,-73.911648,East Concourse-Concourse Village
40868,180 LENOX ROAD,2017-06-02,Residential,BROOKLYN,11226,40.653911,-73.953804,Prospect Lefferts Gardens-Wingate
40873,721 UNION STREET,2017-06-27,Residential,BROOKLYN,11215,40.676681,-73.981138,Park Slope-Gowanus
40882,3801 PAULDING AVENUE,2017-04-06,Residential,BRONX,10469,40.881054,-73.854499,Williamsbridge-Olinville
40885,1773 WEEKS AVENUE,2017-05-24,Residential,BRONX,10457,40.846128,-73.907458,Mount Hope
40888,735 GATES AVENUE,2017-05-26,Residential,BROOKLYN,11221,40.687763,-73.937234,Stuyvesant Heights
40890,164-30 HILLSIDE AVEN UE,2017-01-06,Residential,QUEENS,11432,40.709118,-73.797827,Jamaica
40891,66 WEST 38TH STREET,2017-04-04,Residential,MANHATTAN,10018,40.751789,-73.984715,Midtown-Midtown South
40892,2865 KINGSBRIDGE TER,2017-02-03,Residential,BRONX,10463,40.874317,-73.902631,Van Cortlandt Village
40905,898 LONGWOOD AVENUE,2017-06-01,Residential,BRONX,10459,40.818732,-73.900277,Longwood
40907,122-67 134TH STREET,2017-03-23,Residential,QUEENS,11420,40.67426,-73.804497,South Ozone Park
40910,1512 BEACH AVENUE,2017-06-22,Residential,BRONX,10460,40.837901,-73.867293,West Farms-Bronx River
40924,3045 GRAND CONCOURSE,2017-06-07,Residential,BRONX,10468,40.874075,-73.88679,Bedford Park-Fordham North
40933,2311 SOUTHERN BLVD,2017-03-30,Residential,BRONX,10460,40.850963,-73.882362,Belmont
40940,1420 GRAND CONCOURSE,2017-06-06,Residential,BRONX,10456,40.839249,-73.913448,East Concourse-Concourse Village
40944,600 TRINITY AVE,2017-06-28,Residential,BRONX,10455,40.81442,-73.909655,Melrose South-Mott Haven North
40948,2115 RYER AVENUE,2017-06-01,Residential,BRONX,10457,40.853516,-73.90063,Mount Hope
40950,46-01 67TH STREET,2017-01-18,Residential,QUEENS,11377,40.739553,-73.897653,Elmhurst-Maspeth
40958,706 SENECA AVENUE,2017-05-11,Residential,QUEENS,11385,40.702702,-73.907523,Ridgewood
40971,390-412 LIBERTY AVE  AKA 400 LIBERTY AVE,2017-01-17,Commercial,BROOKLYN,11207,40.674563,-73.895363,East New York (Pennsylvania Ave)
40972,627 MANIDA STREET,2017-02-07,Residential,BRONX,10474,40.81268,-73.887931,Hunts Point
40976,722 HENRY STREET,2017-06-16,Residential,BROOKLYN,11231,40.676177,-74.003252,Carroll Gardens-Columbia Street-Red Hook
40983,2856 GRAND CONCOURSE,2017-06-21,Residential,BRONX,10458,40.870384,-73.890585,Bedford Park-Fordham North
40988,2816 8TH AVENUE,2017-01-31,Residential,MANHATTAN,10039,40.825756,-73.939619,Central Harlem North-Polo Grounds
40997,5100 KINGS PLAZA,2017-06-01,Residential,BROOKLYN,11234,40.609936,-73.922281,Georgetown-Marine Park-Bergen Beach-Mill Basin
40999,909 EAST 173RD ST,2017-03-21,Residential,BRONX,10460,40.835888,-73.889233,Crotona Park East
41001,4105 FT.HAMILTON PAR KWAY,2017-04-06,Residential,BROOKLYN,11219,40.642115,-73.992051,Borough Park
41002,1682 STERLING PLACE,2017-03-21,Residential,BROOKLYN,11233,40.671038,-73.923065,Crown Heights North
41013,35-33 83RD STREET,2017-01-12,Residential,QUEENS,11372,40.751539,-73.883678,Jackson Heights
41014,1330 INTERVALE AVE,2017-06-27,Residential,BRONX,10459,40.830904,-73.893118,Crotona Park East
41017,1612 VAN BUREN STREET,2017-05-22,Residential,BRONX,10460,40.840423,-73.869268,Van Nest-Morris Park-Westchester Square
41018,1401 TELLER AVENUE,2017-03-03,Residential,BRONX,10456,40.837152,-73.909577,East Concourse-Concourse Village
41026,1815 BEVERLY RD,2017-03-13,Residential,BROOKLYN,11226,40.644653,-73.961926,Flatbush
41064,2494 MORRIS AVENUE,2017-04-12,Residential,BRONX,10468,40.863108,-73.899357,Bedford Park-Fordham North
41067,141 BEACH 56TH PLACE,2017-05-05,Residential,QUEENS,11692,40.591332,-73.786172,Hammels-Arverne-Edgemere
41074,707 ST. NICHOLAS AVE,2017-05-31,Residential,MANHATTAN,10031,40.824309,-73.94457,Hamilton Heights
41075,1 BOGARDUS PLACE,2017-02-22,Residential,MANHATTAN,10040,40.858857,-73.929792,Washington Heights North
41079,475 WEST 57TH STREET,2017-04-12,Residential,MANHATTAN,10019,40.768738,-73.987639,Clinton
41084,1171 FOREST AVENUE,2017-05-11,Residential,BRONX,10456,40.828938,-73.901758,Morrisania-Melrose
41089,140-22 247TH STREET,2017-04-24,Residential,QUEENS,11422,40.663531,-73.73453,Rosedale
41096,920 WESTCHESTER AVENUE,2017-03-10,Residential,BRONX,10459,40.82167,-73.897707,Longwood
41111,543 WEST 43RD STREET,2017-06-26,Commercial,MANHATTAN,10036,40.760999,-73.99661,Clinton
41116,234 EAST 95TH STREET,2017-03-03,Residential,MANHATTAN,10128,40.784013,-73.948659,Yorkville
41122,2059 ST. RAYMOND AVENUE,2017-06-26,Residential,BRONX,10462,40.837497,-73.85523,Parkchester
41132,1373 WASHINGTON AVE,2017-02-02,Residential,BRONX,10456,40.834647,-73.905034,Claremont-Bathgate
41135,90-75 179TH STREET,2017-05-05,Residential,QUEENS,11432,40.708907,-73.78274,Jamaica
41137,1280 EAST 37TH STREE,2017-03-13,Residential,BROOKLYN,11210,40.624552,-73.939703,Flatlands
41139,222 FIRST AVENUE APT 4C,2017-01-26,Residential,MANHATTAN,10009,40.730877,-73.982894,East Village
41140,46 FOUNTAIN AVENUE,2017-05-12,Residential,BROOKLYN,11208,40.679119,-73.876323,East New York
41151,700 BARTHOLDI STREET,2017-03-03,Residential,BRONX,10467,40.874295,-73.866866,Williamsbridge-Olinville
41155,2178 ATLANTIC AVE,2017-03-29,Residential,BROOKLYN,11233,40.676524,-73.914312,Ocean Hill
41156,1629 GEORGE STREET,2017-02-07,Residential,QUEENS,11385,40.696666,-73.903965,Ridgewood
41158,364 EAST 170TH STREET,2017-06-07,Residential,BRONX,10456,40.837022,-73.908797,East Concourse-Concourse Village
41160,65 WILLOUGHBY AVE AKA 195 CLERMONT AVE,2017-04-10,Residential,BROOKLYN,11205,40.691602,-73.970315,Fort Greene
41169,308 B.92ND STREET,2017-02-02,Residential,QUEENS,11693,40.587379,-73.816093,Hammels-Arverne-Edgemere
41172,526 EAST 82ND STREET,2017-05-02,Commercial,MANHATTAN,10028,40.773001,-73.948227,Yorkville
41190,263 E 10 STREET,2017-04-25,Residential,MANHATTAN,10009,40.728385,-73.983493,East Village
41197,150-21 75TH ROAD,2017-01-09,Residential,QUEENS,11367,40.724722,-73.815458,Kew Gardens Hills
41200,2588 7TH AVENUE,2017-03-21,Residential,MANHATTAN,10039,40.824478,-73.937033,Central Harlem North-Polo Grounds
41203,156 E. 184TH STREET,2017-06-22,Residential,BRONX,10468,40.859521,-73.899489,Fordham South
41210,647 HOWARD AVENUE,2017-06-27,Residential,BROOKLYN,11212,40.666416,-73.919566,Brownsville
41214,1544 GILLESPIE AVE.,2017-04-25,Residential,BRONX,10461,40.842896,-73.831036,Schuylerville-Throgs Neck-Edgewater Park
41216,115-12 9TH AVENUE,2017-01-23,Residential,QUEENS,11356,40.789256,-73.85163,College Point
41220,560 WEST 192ND ST,2017-06-28,Residential,MANHATTAN,10040,40.855927,-73.928136,Washington Heights North
41225,301 EAST GUN HILL ROAD,2017-05-31,Residential,BRONX,10467,40.879033,-73.874248,Norwood
41226,27 EAST 169TH STREET,2017-03-20,Residential,BRONX,10452,40.837507,-73.918745,West Concourse
41235,143 MARTENSE STREET,2017-05-12,Residential,BROOKLYN,11226,40.651468,-73.954188,Prospect Lefferts Gardens-Wingate
41238,3602 CLARENDON ROAD A/K/A 1221 BROOKLYN,2017-06-22,Residential,BROOKLYN,11203,40.643607,-73.942839,East Flatbush-Farragut
41239,1855 MONROE AVE,2017-01-12,Residential,BRONX,10457,40.848084,-73.906164,Mount Hope
41241,561 CHESTER STREET,2017-02-17,Residential,BROOKLYN,11212,40.657482,-73.908581,Brownsville
41243,80 NORTH MOORE STREE,2017-01-04,Residential,MANHATTAN,10013,40.720145,-74.010552,SoHo-TriBeCa-Civic Center-Little Italy
41245,94-40 210TH ST,2017-01-17,Residential,QUEENS,11428,40.715312,-73.750769,Queens Village
41246,144-16 35TH AVENUE,2017-01-20,Residential,QUEENS,11354,40.765894,-73.823094,Murray Hill
41250,226 BEACH 32ND STREET,2017-02-14,Residential,QUEENS,11691,40.594954,-73.764469,Hammels-Arverne-Edgemere
41265,2065 FIRST AVENUE,2017-04-10,Residential,MANHATTAN,10029,40.790017,-73.939792,East Harlem South
41280,1092 FLATBUSH AVENUE AKA 1088-1092 FLATBUSH AVE AKA2112-2118 CORTELYOU,2017-04-03,Commercial,BROOKLYN,11226,40.643705,-73.957844,Flatbush
41296,1491 SHORE PARKWAY,2017-05-08,Residential,BROOKLYN,11214,40.597797,-74.004487,Bath Beach
41297,2914 JEROME AVENUE,2017-01-17,Residential,BRONX,10468,40.871924,-73.890225,Van Cortlandt Village
41299,41-35 45TH STREET,2017-04-10,Residential,QUEENS,11104,40.746388,-73.91899,Hunters Point-Sunnyside-West Maspeth
41305,1058 SOUTHERN BOULEVARD,2017-04-05,Residential,BRONX,10459,40.82442,-73.891897,Hunts Point
41323,550 ROSEDALE AVENUE,2017-06-14,Residential,BRONX,10473,40.815447,-73.865419,Soundview-Castle Hill-Clason Point-Harding Park
41329,1439 E 56TH STREET,2017-05-05,Residential,BROOKLYN,11234,40.620497,-73.921221,Flatlands
41333,105 WILLIS AVENUE,2017-05-24,Residential,BRONX,10454,40.805788,-73.925307,Mott Haven-Port Morris
41334,1956 FIRST AVENUE,2017-01-09,Residential,MANHATTAN,10029,40.786236,-73.942511,East Harlem South
41338,2-12 BROADWAY TERRACE,2017-01-13,Residential,MANHATTAN,10040,40.857019,-73.931381,Washington Heights North
41358,139-18 34TH ROAD,2017-05-11,Residential,QUEENS,11354,40.766345,-73.828703,Flushing
41369,2407 VALENTINE AVENUE,2017-01-20,Residential,BRONX,10458,40.859579,-73.897031,Bedford Park-Fordham North
41373,1059 UNION STREET,2017-04-21,Residential,BROOKLYN,11225,40.669706,-73.957885,Crown Heights South
41380,330 EAST 22ND STREET,2017-01-12,Residential,BROOKLYN,11226,40.643188,-73.956482,Erasmus
41381,738 ALBANY AVENUE,2017-06-28,Residential,BROOKLYN,11203,40.656191,-73.939588,Prospect Lefferts Gardens-Wingate
41424,111 WADSWORTH AVE,2017-06-27,Residential,MANHATTAN,10033,40.848209,-73.936139,Washington Heights South
41425,2929 WEST 31ST ST,2017-02-22,Residential,BROOKLYN,11224,40.575048,-73.997455,Seagate-Coney Island
41428,151 AVENUE A,2017-06-27,Commercial,MANHATTAN,10009,40.727528,-73.982473,East Village
41431,62 FLORENCE AVE 2ND FLOOR,2017-05-08,Residential,BROOKLYN,11229,40.5912,-73.925922,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
41437,90-48 CORONA AVENUE,2017-02-24,Residential,QUEENS,11373,40.74217,-73.874073,Elmhurst
41439,7418 5TH AVENUE,2017-06-27,Residential,BROOKLYN,11209,40.630093,-74.022401,Bay Ridge
41444,1552 BRYANT AVENUE,2017-01-03,Residential,BRONX,10460,40.833725,-73.886743,Crotona Park East
41449,735 WALTON AVENUE,2017-04-13,Residential,BRONX,10451,40.824041,-73.926027,West Concourse
41454,110-38 175TH STREET,2017-03-17,Residential,QUEENS,11433,40.696893,-73.778599,South Jamaica
41456,103 WHITE PLAINS ROAD,2017-04-21,Residential,BRONX,10473,40.807645,-73.854927,Soundview-Castle Hill-Clason Point-Harding Park
41463,2492 DEVOE TERRACE,2017-03-29,Residential,BRONX,10468,40.864856,-73.904915,Kingsbridge Heights
41464,744 BECK STREET,2017-06-13,Residential,BRONX,10455,40.816096,-73.898955,Longwood
41466,800 ST. ANN'S AVE,2017-05-19,Residential,BRONX,10456,40.820818,-73.91004,Melrose South-Mott Haven North
41471,2075 FIRST AVE,2017-06-05,Residential,MANHATTAN,10029,40.790376,-73.939532,East Harlem South
41482,577 JACKSON AVE,2017-01-26,Residential,BRONX,10455,40.813969,-73.908824,Melrose South-Mott Haven North
41485,168-10 127TH AVE,2017-01-05,Residential,QUEENS,11434,40.678063,-73.773885,Springfield Gardens North
41487,23 JACKSON STREET,2017-06-27,Residential,STATEN ISLAND,10304,40.630592,-74.079731,Stapleton-Rosebank
41489,3004 CLARENDON ROAD,2017-06-06,Residential,BROOKLYN,11207,40.643248,-73.948587,Erasmus
