,Eviction Address,Executed Date,Residential/Commercial,BOROUGH,Eviction Postcode,Latitude,Longitude,NTAName
37362,121 EAST CLARKE PLACE,2018-01-09,Residential,BRONX,10452,40.837467,-73.916642,West Concourse
37367,461 42ND STREET,2018-01-29,Residential,BROOKLYN,11232,40.650146,-74.006573,Sunset Park West
37375,339 EAST 104 STREET,2018-06-18,Residential,MANHATTAN,10028,40.788898,-73.942389,East Harlem South
37376,990-992 ST. NICHOLAS AVENUE,2018-03-12,Residential,MANHATTAN,10032,40.834232,-73.940153,Washington Heights South
37382,2032 E 60 STREET,2018-03-01,Residential,BROOKLYN,11234,40.615468,-73.916519,Georgetown-Marine Park-Bergen Beach-Mill Basin
37394,2153 WALTON AVENUE,2018-03-14,Residential,BRONX,10453,40.855493,-73.904639,Fordham South
37398,389 NEW JERSEY AVE,2018-03-07,Residential,BROOKLYN,11207,40.669937,-73.894328,East New York (Pennsylvania Ave)
37402,32-28 137TH STREET  UNIT 1A,2018-01-18,Residential,QUEENS,11354,40.767585,-73.830696,Flushing
37404,43-24 40TH STREET,2018-03-09,Residential,QUEENS,11104,40.745041,-73.924026,Hunters Point-Sunnyside-West Maspeth
37406,1704 ST JOHNS PLACE,2018-01-16,Residential,BROOKLYN,11233,40.670041,-73.921202,Ocean Hill
37411,1234 STRATFORD AVE,2018-01-10,Residential,BRONX,10472,40.830181,-73.875717,West Farms-Bronx River
37414,88-10 178TH STREET,2018-03-20,Residential,QUEENS,11432,40.711425,-73.784972,Jamaica
37418,3435 GILES PLACE,2018-04-04,Residential,BRONX,10463,40.880947,-73.897486,Van Cortlandt Village
37424,142 ST PAULS PLACE,2018-05-03,Residential,BROOKLYN,11226,40.650277,-73.962442,Flatbush
37427,115-64 229TH STREET,2018-05-14,Residential,QUEENS,11411,40.695847,-73.730658,Cambria Heights
37429,1021 EAST 53RD STREET 1ST FLOOR,2018-04-13,Residential,BROOKLYN,11234,40.634232,-73.925575,Flatlands
37463,714 AMSTERDAM AVENUE,2018-03-23,Residential,MANHATTAN,10025,40.793205,-73.971,Upper West Side
37465,1566 UNIONPORT ROAD,2018-03-23,Residential,BRONX,10462,40.839492,-73.861699,Parkchester
37469,108 WEST 114TH ST.,2018-03-09,Residential,MANHATTAN,10026,40.80099,-73.951297,Central Harlem South
37480,1010 EAST 214TH STREET,2018-03-30,Residential,BRONX,10469,40.877397,-73.855914,Williamsbridge-Olinville
37484,1113 WALTON AVENUE,2018-04-11,Residential,BRONX,10452,40.832883,-73.920763,West Concourse
37485,42-32 162ND STREET,2018-04-13,Commercial,QUEENS,11358,40.759696,-73.804088,East Flushing
37487,246 E 199TH ST,2018-03-28,Residential,BRONX,10458,40.870409,-73.887396,Bedford Park-Fordham North
37514,690 GERARD AVENUE,2018-02-01,Residential,BRONX,10451,40.823586,-73.927231,West Concourse
37519,816 MANIDA STREET,2018-02-21,Residential,BRONX,10474,40.817152,-73.889401,Hunts Point
37531,10-19 HARTMAN LANE,2018-01-23,Residential,QUEENS,11691,40.602315,-73.765549,Far Rockaway-Bayswater
37532,169 E 92ND STREET,2018-01-08,Residential,MANHATTAN,10128,40.782988,-73.952014,Upper East Side-Carnegie Hill
37547,11325 SEAVIEW AVENUE,2018-03-29,Residential,BROOKLYN,11239,40.644788,-73.877046,Starrett City
37548,494 SHEFFIELD AVENUE,2018-02-01,Residential,BROOKLYN,11207,40.664945,-73.895111,East New York (Pennsylvania Ave)
37554,175 E. 96 STREET,2018-04-27,Residential,MANHATTAN,10128,40.785455,-73.949932,East Harlem South
37557,185 ST.MARKS PLACE,2018-06-28,Residential,STATEN ISLAND,10301,40.645358,-74.080729,West New Brighton-New Brighton-St. George
37571,1979 FULTON STREET,2018-04-04,Residential,BROOKLYN,11233,40.678534,-73.915391,Ocean Hill
37578,543 WEST 43RD STREET,2018-06-01,Commercial,MANHATTAN,10036,40.760999,-73.99661,Clinton
37579,1421 53RD STREET,2018-05-25,Residential,BROOKLYN,11219,40.631075,-73.991595,Borough Park
37584,260 AUDUBON AVENUE,2018-01-03,Residential,MANHATTAN,10033,40.847052,-73.933578,Washington Heights South
37588,265 EAST 176TH STREET,2018-04-24,Residential,BRONX,10457,40.847382,-73.904373,Mount Hope
37598,1821 DITMARS BLVD,2018-05-10,Residential,QUEENS,11105,40.782152,-73.919224,Steinway
37604,86-25 VAN WYCK EXPWY,2018-05-14,Residential,QUEENS,11435,40.706803,-73.818234,Briarwood-Jamaica Hills
37615,1453 PROSPECT PLACE,2018-01-18,Residential,BROOKLYN,11213,40.673142,-73.928459,Crown Heights North
37617,83-85 WOODHAVEN BLVD,2018-04-18,Residential,QUEENS,11421,40.698541,-73.852907,Woodhaven
37631,1414 THIRD AVENUE AK A 1414-1416 THIRD AV,2018-03-06,Commercial,MANHATTAN,10028,40.7752,-73.956641,Upper East Side-Carnegie Hill
37637,2701 WEBB AVENUE,2018-03-08,Residential,BRONX,10468,40.869275,-73.902179,Van Cortlandt Village
37645,2383 2ND AVENUE,2018-06-04,Residential,MANHATTAN,10035,40.800809,-73.934917,East Harlem North
37647,1026 EAST 180TH STRE ET,2018-06-13,Residential,BRONX,10460,40.842807,-73.878531,East Tremont
37654,2158 SECOND AVENUE,2018-05-08,Residential,MANHATTAN,10029,40.79367,-73.9402,East Harlem North
37663,2463 MARION AVENUE,2018-05-16,Residential,BRONX,10458,40.860545,-73.893852,Bedford Park-Fordham North
37688,2244 BRONX PARK EAST,2018-02-21,Residential,BRONX,10467,40.858449,-73.870936,Bronxdale
37693,3450 BOLLER AVENUE,2018-05-10,Residential,BRONX,10475,40.880776,-73.835316,Co-op City
37696,770 FULTON STREET,2018-02-05,Residential,BROOKLYN,11238,40.684803,-73.970704,Fort Greene
37697,1864 85TH ST.,2018-03-16,Residential,BROOKLYN,11214,40.607039,-74.000677,Bensonhurst West
37699,69-09 66TH PLACE,2018-02-22,Residential,QUEENS,11385,40.705353,-73.889006,Glendale
37701,171 8TH STREET,2018-05-02,Residential,BROOKLYN,11215,40.671687,-73.989712,Park Slope-Gowanus
37717,170 WEST 233RD ST,2018-04-12,Commercial,BRONX,10463,40.880298,-73.902738,Spuyten Duyvil-Kingsbridge
37720,1156 STERLING PLACE,2018-01-16,Residential,BROOKLYN,11213,40.67199,-73.940479,Crown Heights North
37724,172-34 133RD AVENUE,2018-01-12,Residential,QUEENS,11434,40.675157,-73.768541,Springfield Gardens North
37734,306 EAST 117 STREET,2018-03-08,Residential,MANHATTAN,10035,40.797489,-73.936856,East Harlem North
37735,1936 EAST TREMONT AVE,2018-05-31,Residential,BRONX,10462,40.841447,-73.862237,Parkchester
37738,580 COURTLANDT AVENU E,2018-06-28,Residential,BRONX,10451,40.817427,-73.919142,Melrose South-Mott Haven North
37739,354 CYPRESS AVENUE,2018-06-18,Residential,BRONX,10454,40.808439,-73.912946,Mott Haven-Port Morris
37762,98-01 67TH AVENUE,2018-05-14,Residential,QUEENS,11374,40.72389,-73.855697,Forest Hills
37770,215 ALEXANDER AVENUE,2018-04-03,Residential,BRONX,10454,40.809422,-73.925617,Mott Haven-Port Morris
37771,483 EAST 96 STREET,2018-04-10,Residential,BROOKLYN,11212,40.656256,-73.916057,Rugby-Remsen Village
37780,2277 BATHGATE AVE,2018-03-07,Residential,BRONX,10457,40.854283,-73.892119,Claremont-Bathgate
37782,208 ROGERS AVE,2018-03-26,Residential,BROOKLYN,11225,40.668733,-73.953401,Crown Heights South
37786,10644 RUSCOE STREET,2018-03-06,Residential,QUEENS,11433,40.702191,-73.780233,South Jamaica
37794,2149 CORTELYOU ROAD,2018-02-05,Residential,BROOKLYN,11226,40.64405,-73.957393,Erasmus
37795,242-01 NORTH CONDUIT AVE,2018-06-01,Residential,QUEENS,11422,40.666584,-73.735055,Rosedale
37799,574 WARREN STREET,2018-05-18,Residential,BROOKLYN,11217,40.681984,-73.982449,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
37807,9 NIXON COURT,2018-05-14,Residential,BROOKLYN,11223,40.584931,-73.96866,Gravesend
37817,1-15 BENNETT AVE AKA 715 & 717 W 181ST ST STORES #4 AND 5,2018-02-27,Commercial,MANHATTAN,10033,40.850583,-73.936582,Washington Heights North
37836,172-10 133RD AVENUE,2018-03-16,Residential,QUEENS,11434,40.675427,-73.76903,Springfield Gardens North
37846,192 RICHMOND STREET,2018-03-20,Residential,BROOKLYN,11208,40.68293,-73.876759,Cypress Hills-City Line
37874,31 OXFORD PLACE,2018-03-09,Residential,STATEN ISLAND,10301,40.633685,-74.087463,New Brighton-Silver Lake
37876,104-01 214TH STREET,2018-04-27,Residential,QUEENS,11429,40.711574,-73.744637,Queens Village
37878,634 CLASSON AVENUE,2018-01-09,Residential,BROOKLYN,11238,40.678168,-73.958896,Crown Heights North
37880,571 MACDONOUGH STREE T,2018-06-28,Residential,BROOKLYN,11233,40.683341,-73.923526,Stuyvesant Heights
37886,1152 GRANT AVENUE,2018-02-20,Residential,BRONX,10456,40.832375,-73.915676,East Concourse-Concourse Village
37892,517 WEST 169 STREET,2018-01-02,Residential,MANHATTAN,10032,40.840807,-73.937227,Washington Heights South
37897,120 EAST 19TH STREET,2018-06-26,Residential,BROOKLYN,11226,40.64644,-73.961554,Flatbush
37900,1673 EAST 55TH ST,2018-04-30,Residential,BROOKLYN,11234,40.615878,-73.921702,Flatlands
37924,210 EAST 111TH STREE T,2018-04-25,Residential,MANHATTAN,10029,40.794541,-73.941857,East Harlem North
37928,1247 FLATBUSH AVENUE,2018-04-05,Residential,BROOKLYN,11226,40.639954,-73.955082,Erasmus
37931,146 BEACH 59TH STREET,2018-03-20,Residential,QUEENS,11692,40.59042,-73.788731,Hammels-Arverne-Edgemere
37932,750 FAILE STREET,2018-05-30,Residential,BRONX,10474,40.815929,-73.886864,Hunts Point
37943,906 HERKIMER STREET,2018-04-20,Residential,BROOKLYN,11233,40.6782,-73.923406,Crown Heights North
37945,200 W KINGSBRIDGE RD,2018-02-14,Residential,BRONX,10463,40.871703,-73.904464,Kingsbridge Heights
37946,147-25 NORTHERN BLVD,2018-05-24,Residential,QUEENS,11354,40.765183,-73.819089,Murray Hill
37960,2750 BRONX PARK EAST,2018-06-26,Residential,BRONX,10467,40.866008,-73.870426,Bronxdale
37961,3555 BIVONA STREET,2018-05-14,Residential,BRONX,10475,40.883142,-73.833284,Co-op City
37969,1349 STRATFORD AVENU E,2018-06-14,Residential,BRONX,10472,40.832973,-73.876391,West Farms-Bronx River
37976,54 WADSWORTH TERRACE,2018-06-29,Residential,MANHATTAN,10040,40.856423,-73.931168,Washington Heights North
37980,95-09 24 AVENUE,2018-04-04,Residential,QUEENS,11369,40.766211,-73.874428,East Elmhurst
37990,2268 WASHINGTON AVEN UE,2018-06-26,Residential,BRONX,10457,40.854932,-73.893391,Claremont-Bathgate
38001,216 WEST 149TH STREET,2018-03-06,Residential,MANHATTAN,10039,40.824523,-73.938044,Central Harlem North-Polo Grounds
38014,1592 UNIVERSITY AVENUE,2018-04-10,Residential,BRONX,10453,40.847062,-73.920298,University Heights-Morris Heights
38015,281-289 EAST 53 STRE ET,2018-02-08,Residential,BROOKLYN,11203,40.65317,-73.927594,Rugby-Remsen Village
38017,2123 OCEAN AVENUE,2018-06-01,Residential,BROOKLYN,11229,40.609909,-73.953392,Madison
38031,1020 PRESIDENT ST,2018-05-14,Residential,BROOKLYN,11225,40.668709,-73.957702,Crown Heights South
38032,1235 MORRISON AVENUE,2018-01-10,Residential,BRONX,10472,40.830482,-73.874853,West Farms-Bronx River
38037,363 EAST 180 STREET,2018-06-11,Residential,BRONX,10457,40.852148,-73.898973,Mount Hope
38044,922 MELROSE AVENUE,2018-04-10,Residential,BRONX,10451,40.825097,-73.913344,Morrisania-Melrose
38047,186 EAST 51ST STREET   APT. WALK-IN,2018-01-03,Residential,BROOKLYN,11203,40.657692,-73.930018,Prospect Lefferts Gardens-Wingate
38050,639 SACKMAN STREET,2018-02-14,Residential,BROOKLYN,11212,40.661622,-73.902822,Brownsville
38053,2011 HOLLAND AVENUE,2018-02-06,Residential,BRONX,10462,40.851134,-73.865889,Pelham Parkway
38054,438 EAST 89TH STREET,2018-04-16,Residential,MANHATTAN,10128,40.778133,-73.946389,Yorkville
38061,2035 MARMION AVENUE,2018-01-30,Residential,BRONX,10460,40.844862,-73.885506,East Tremont
38066,82 E. 236TH STREET,2018-01-03,Residential,BRONX,10470,40.897602,-73.873435,Woodlawn-Wakefield
38079,555 WEST 156TH ST,2018-06-29,Residential,MANHATTAN,10032,40.833144,-73.944617,Washington Heights South
38091,315 EAST 206TH STREE T,2018-03-29,Residential,BRONX,10467,40.874937,-73.8787,Norwood
38104,4002 CARPENTER AVENUE,2018-03-15,Residential,BRONX,10466,40.889581,-73.86285,Williamsbridge-Olinville
38105,679 STERLING PLACE,2018-03-20,Residential,BROOKLYN,11216,40.673095,-73.955983,Crown Heights North
38114,1565 GRAND CONCOURSE,2018-04-23,Residential,BRONX,10452,40.842489,-73.91219,West Concourse
38125,2960 WEST 29TH ST,2018-06-18,Residential,BROOKLYN,11224,40.573838,-73.995094,Seagate-Coney Island
38132,2630 OCEAN AVENUE,2018-01-12,Residential,BROOKLYN,11229,40.597617,-73.951085,Madison
38137,20-40 SEAGIRT BOULEVARD,2018-05-25,Residential,QUEENS,11691,40.595233,-73.756262,Far Rockaway-Bayswater
38144,2054 BERGEN AVENUE,2018-04-20,Residential,BROOKLYN,11234,40.623054,-73.904788,Georgetown-Marine Park-Bergen Beach-Mill Basin
38154,537 VAN NEST AVE,2018-01-03,Residential,BRONX,10460,40.841417,-73.869733,Van Nest-Morris Park-Westchester Square
38157,68-15 ALMEDA AVENUE,2018-05-08,Residential,QUEENS,11692,40.596911,-73.797825,Hammels-Arverne-Edgemere
38166,514 WEST 135TH STREET,2018-06-18,Residential,MANHATTAN,10031,40.819219,-73.952895,Manhattanville
38173,964 EASTERN PARKWAY,2018-01-25,Residential,BROOKLYN,11213,40.669059,-73.936058,Crown Heights North
38174,545 FIFTH AVENUE,2018-05-01,Commercial,MANHATTAN,10017,40.755164,-73.979188,Midtown-Midtown South
38181,100 WEST 139TH ST A/ K/A 561 LENOX AVENUE,2018-02-15,Residential,MANHATTAN,10030,40.816737,-73.939193,Central Harlem North-Polo Grounds
38183,2486 CONEY ISLAND AV ENUE,2018-05-30,Commercial,BROOKLYN,11223,40.59652,-73.961064,Homecrest
38184,328 EAST 145TH  STREET,2018-04-05,Residential,BRONX,10451,40.81481,-73.921825,Mott Haven-Port Morris
38192,711A SEAGIRT AVENUE,2018-01-12,Residential,QUEENS,11691,40.595996,-73.742187,Far Rockaway-Bayswater
38199,497 EAST 93RD STREET,2018-02-09,Residential,BROOKLYN,11212,40.655039,-73.918646,Rugby-Remsen Village
38215,1194 REMSEN AVENUE,2018-02-28,Commercial,BROOKLYN,11236,40.640468,-73.906244,Canarsie
38217,1555 GRAND CONCOURSE,2018-06-06,Residential,BRONX,10452,40.842209,-73.912284,West Concourse
38223,1363 41ST STREET,2018-01-29,Residential,BROOKLYN,11218,40.638724,-73.986142,Borough Park
38230,1741 EDENWALD AVENUE,2018-05-25,Residential,BRONX,10466,40.891514,-73.84997,Woodlawn-Wakefield
38233,672 WATKINS STREET,2018-04-26,Residential,BROOKLYN,11212,40.655777,-73.904312,Brownsville
38240,2489 TIEBOUT AVENUE,2018-02-07,Residential,BRONX,10458,40.861693,-73.894992,Bedford Park-Fordham North
38251,901 EAST 106TH STREE T,2018-02-13,Residential,BROOKLYN,11236,40.647736,-73.893707,Canarsie
38255,146-38 SOUTH ROAD,2018-05-04,Residential,QUEENS,11435,40.693921,-73.802824,South Jamaica
38257,1710 HOE AVENUE,2018-05-22,Residential,BRONX,10460,40.836407,-73.887201,Crotona Park East
38266,5 POST AVENUE A/K/A 115 DYCKMAN STREET,2018-04-30,Commercial,MANHATTAN,10034,40.862751,-73.924889,Marble Hill-Inwood
38267,1366 NEW YORK AVENUE,2018-01-12,Residential,BROOKLYN,11210,40.639637,-73.945477,East Flatbush-Farragut
38276,2200 MADISON AVE,2018-01-03,Residential,MANHATTAN,10037,40.813397,-73.935327,East Harlem North
38278,2165 MATTHEWS AVE.,2018-06-07,Residential,BRONX,10462,40.85569,-73.862905,Pelham Parkway
38283,1808 CROTONA PARKWAY,2018-05-17,Residential,BRONX,10460,40.83931,-73.886144,Crotona Park East
38285,1459 82ND STREET,2018-01-12,Residential,BROOKLYN,11228,40.614189,-74.00796,Bensonhurst West
38287,253 EAST 142ND ST,2018-06-07,Residential,BRONX,10451,40.814815,-73.925145,Mott Haven-Port Morris
38288,464 MILLER AVENUE,2018-01-02,Residential,BROOKLYN,11207,40.669272,-73.890367,East New York (Pennsylvania Ave)
38303,341 10TH STREET,2018-03-08,Residential,BROOKLYN,11215,40.669057,-73.987762,Park Slope-Gowanus
38307,1061 BOSTON ROAD,2018-02-01,Residential,BRONX,10456,40.826507,-73.905967,Morrisania-Melrose
38321,8923 FLATLANDS AVE,2018-02-14,Residential,BROOKLYN,11236,40.639897,-73.906511,Canarsie
38327,400 5TH AVENUE,2018-06-26,Commercial,BROOKLYN,11215,40.670533,-73.985184,Park Slope-Gowanus
38328,565 WEST 144TH STREET,2018-02-28,Residential,MANHATTAN,10031,40.825269,-73.949758,Hamilton Heights
38335,1011 SHERIDAN AVENUE,2018-04-02,Residential,BRONX,10456,40.829413,-73.919488,East Concourse-Concourse Village
38353,523 EAST 187TH STREET,2018-01-11,Residential,BRONX,10458,40.856993,-73.890268,Belmont
38358,1245 EASTERN PARKWAY,2018-02-26,Residential,BROOKLYN,11213,40.66859,-73.927072,Crown Heights North
38359,1422 NELSON AVENUE,2018-02-09,Residential,BRONX,10452,40.84282,-73.921778,Highbridge
38368,267 OSBORN STREET,2018-04-20,Residential,BROOKLYN,11212,40.665667,-73.907841,Brownsville
38371,135-20 82ND AVENUE,2018-05-21,Residential,QUEENS,11435,40.714545,-73.822661,Briarwood-Jamaica Hills
38385,500 WEST 144TH STREE T,2018-02-08,Residential,MANHATTAN,10031,40.824728,-73.948515,Hamilton Heights
38387,1819 WILLIAMSBRIDGE ROAD,2018-04-20,Residential,BRONX,10461,40.850846,-73.851804,Pelham Parkway
38390,4038 MONTICELLO AVENUE,2018-01-17,Residential,BRONX,10466,40.892287,-73.838662,Woodlawn-Wakefield
38398,91 TAFT AVENUE,2018-05-02,Residential,STATEN ISLAND,10301,40.640727,-74.086291,West New Brighton-New Brighton-St. George
38402,89 CROOKE AVENUE,2018-02-08,Residential,BROOKLYN,11226,40.652767,-73.962664,Flatbush
38408,194 RALPH AVENUE,2018-03-28,Commercial,BROOKLYN,11233,40.683132,-73.922769,Crown Heights North
38416,268 EAST 46 STREET,2018-04-25,Residential,BROOKLYN,11203,40.655518,-73.934702,East Flatbush-Farragut
38420,210 HIGHLAND PLACE,2018-06-29,Residential,BROOKLYN,11208,40.680107,-73.880875,East New York
38423,1637 ST. MARKS AVE,2018-03-09,Residential,BROOKLYN,11233,40.673172,-73.91264,Ocean Hill
38424,119 FOUNTAIN AVENUE,2018-02-22,Residential,BROOKLYN,11208,40.67717,-73.875822,East New York
38426,11 EAST 80TH STREET,2018-02-06,Residential,MANHATTAN,10075,40.777445,-73.962655,Upper East Side-Carnegie Hill
38428,254 36TH STREET BUILDING #2,2018-05-10,Commercial,BROOKLYN,11232,40.655951,-74.007158,Sunset Park West
38433,533 THIRD AVENUE,2018-05-01,Residential,MANHATTAN,10016,40.746696,-73.977401,Murray Hill-Kips Bay
38439,2118 WASHINGTON AVE,2018-04-26,Residential,BRONX,10457,40.851964,-73.895272,Claremont-Bathgate
38440,402 OCEAN PARKWAY,2018-01-30,Residential,BROOKLYN,11218,40.639224,-73.973329,Kensington-Ocean Parkway
38454,1022 EAST 81ST ST,2018-03-27,Residential,BROOKLYN,11236,40.633851,-73.910119,Canarsie
38464,706 EAGLE AVENUE,2018-06-13,Residential,BRONX,10455,40.818084,-73.910112,Melrose South-Mott Haven North
38475,657 ROGERS AVENUE,2018-01-19,Commercial,BROOKLYN,11226,40.6555,-73.952978,Prospect Lefferts Gardens-Wingate
38484,127 MALCOLM X BLVD,2018-01-26,Residential,BROOKLYN,11221,40.689117,-73.930277,Stuyvesant Heights
38488,8797 25TH AVENUE,2018-04-23,Residential,BROOKLYN,11214,40.593861,-73.991409,Bensonhurst East
38490,1191 ANDERSON AVENUE,2018-05-08,Residential,BRONX,10452,40.836865,-73.923661,Highbridge
38499,1929 62ND STREET    2ND FLOOR,2018-04-23,Residential,BROOKLYN,11204,40.61911,-73.985498,Borough Park
38514,903 ROGERS PLACE,2018-04-12,Residential,BRONX,10459,40.820748,-73.897879,Longwood
38516,550 HAROLD STREET,2018-04-26,Residential,STATEN ISLAND,10314,40.600734,-74.13983,New Springville-Bloomfield-Travis
38527,351 EAST 152 STREET,2018-03-05,Residential,BRONX,10451,40.818766,-73.918822,Melrose South-Mott Haven North
38531,346 EAST 29TH STREET,2018-01-12,Residential,BROOKLYN,11226,40.642085,-73.949622,Erasmus
38536,240 EAST 51ST ST,2018-04-11,Residential,BROOKLYN,11203,40.656138,-73.92985,Rugby-Remsen Village
38548,541 WEST 29TH STREET,2018-03-09,Commercial,MANHATTAN,10001,40.752059,-74.002862,Hudson Yards-Chelsea-Flatiron-Union Square
38549,1540 PELHAM PARKWAY SOUTH,2018-05-22,Residential,BRONX,10461,40.856827,-73.841842,Pelham Parkway
38550,86-09 208TH STREET,2018-02-20,Residential,QUEENS,11427,40.725262,-73.762667,Jamaica Estates-Holliswood
38565,1500 GRAND CONCOURSE,2018-04-14,Residential,BRONX,10457,40.841345,-73.912549,East Concourse-Concourse Village
38569,106-07 155TH STREET,2018-06-04,Residential,QUEENS,11433,40.69664,-73.799004,South Jamaica
38580,2780 GRAND CONCOURSE,2018-04-26,Residential,BRONX,10458,40.868827,-73.892266,Bedford Park-Fordham North
38583,420 EAST 105TH ST,2018-03-05,Residential,MANHATTAN,10029,40.78862,-73.939797,East Harlem South
38587,1749 GRAND CONCOURSE,2018-05-07,Residential,BRONX,10453,40.84593,-73.910096,Mount Hope
38598,1075 WEBSTER AVENUE,2018-04-16,Residential,BRONX,10456,40.828785,-73.911648,East Concourse-Concourse Village
38600,2308 7TH AVE AKA ADAM CLAYTON POWELL,2018-04-17,Commercial,MANHATTAN,10030,40.815619,-73.943483,Central Harlem North-Polo Grounds
38610,2000 QUENTIN ROAD,2018-04-23,Residential,BROOKLYN,11229,40.608816,-73.953036,Madison
38616,59 ROCKAWAY AVE,2018-01-12,Residential,BROOKLYN,11233,40.681089,-73.911386,Ocean Hill
38617,270-272 MALCOLM X BOULEVARD,2018-02-07,Residential,BROOKLYN,11233,40.683764,-73.929237,Stuyvesant Heights
38625,2230 TIEBOUT AVENUE,2018-03-05,Residential,BRONX,10457,40.855419,-73.897984,Fordham South
38655,24 EAST 116TH STREET,2018-02-20,Residential,MANHATTAN,10029,40.800266,-73.945533,East Harlem North
38663,139 BRABANT ST.,2018-01-11,Residential,STATEN ISLAND,10303,40.631816,-74.162942,Mariner's Harbor-Arlington-Port Ivory-Graniteville
38667,415 WEST 150TH ST.,2018-01-22,Commercial,MANHATTAN,10031,40.827545,-73.943234,Hamilton Heights
38671,50 EAST 168TH STREET,2018-05-31,Residential,BRONX,10452,40.836725,-73.919292,West Concourse
38682,75 LASALLE STREET,2018-01-29,Residential,MANHATTAN,10027,40.813235,-73.958325,Morningside Heights
38687,91-59 191ST STREET,2018-02-05,Residential,QUEENS,11423,40.712198,-73.768456,Hollis
38690,2559 SEDGWICK AVENUE,2018-06-01,Residential,BRONX,10468,40.867893,-73.907124,Kingsbridge Heights
38691,1173 NELSON AVENUE,2018-03-13,Residential,BRONX,10452,40.837078,-73.925807,Highbridge
38692,1511-1521 SHERIDAN A VENUE,2018-03-12,Residential,BRONX,10457,40.840968,-73.911339,East Concourse-Concourse Village
38693,654 SAINT MARKS AVE,2018-05-02,Residential,BROOKLYN,11216,40.675297,-73.951843,Crown Heights North
38698,2396 MORRIS AVE,2018-03-14,Residential,BRONX,10468,40.860578,-73.900467,Fordham South
38705,137-53 THURSTON STREET,2018-02-26,Residential,QUEENS,11413,40.673543,-73.760262,Springfield Gardens North
38714,275 ROCKAWAY PARKWAY,2018-04-23,Residential,BROOKLYN,11212,40.66035,-73.919253,Rugby-Remsen Village
38724,3940 CARPENTER AVENU E,2018-05-25,Residential,BRONX,10466,40.887809,-73.86383,Williamsbridge-Olinville
38726,2125 HOLLAND AVENUE,2018-02-20,Residential,BRONX,10462,40.853846,-73.865783,Pelham Parkway
38737,522 47TH STREET,2018-03-15,Residential,BROOKLYN,11220,40.646374,-74.007899,Sunset Park East
38740,354 OCEAN AVENUE,2018-05-02,Residential,BROOKLYN,11226,40.654282,-73.961805,Flatbush
38745,216-08 JAMAICA AVENUE,2018-05-21,Residential,QUEENS,11428,40.717563,-73.738683,Queens Village
38749,21 WEST END AVENUE,2018-06-20,Residential,MANHATTAN,10023,40.772463,-73.989844,Lincoln Square
38764,37-06 30TH AVENUE,2018-04-06,Commercial,QUEENS,11103,40.764564,-73.916441,Astoria
38783,3420 MCOWEN AVE,2018-03-28,Residential,BRONX,10475,40.887046,-73.817915,Eastchester-Edenwald-Baychester
38786,59-58 69TH PLACE,2018-03-30,Residential,QUEENS,11378,40.72254,-73.891586,Middle Village
38794,1755 WEEKS AVENUE,2018-02-22,Residential,BRONX,10457,40.845568,-73.907505,Mount Hope
38807,350 SOUNDVIEW AVENUE,2018-04-02,Residential,BRONX,10473,40.812604,-73.85691,Soundview-Castle Hill-Clason Point-Harding Park
38810,3030 EMMONS AVENUE,2018-01-11,Residential,BROOKLYN,11235,40.583919,-73.937886,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
38823,1115 FIRST AVENUE,2018-05-15,Residential,MANHATTAN,10021,40.761003,-73.960971,Lenox Hill-Roosevelt Island
38824,2133 BRUCKNER BLVD,2018-06-13,Residential,BRONX,10472,40.827348,-73.851936,Westchester-Unionport
38836,1025 BOYNTON AVENUE,2018-05-10,Residential,BRONX,10472,40.824595,-73.877299,Soundview-Bruckner
38857,1590 UNDERCLIFF AVE.,2018-03-06,Residential,BRONX,10453,40.848494,-73.922473,University Heights-Morris Heights
38862,483 EAST 96 STREET,2018-04-10,Residential,BROOKLYN,11212,40.656256,-73.916057,Rugby-Remsen Village
38871,1080 WHEELER AVENUE,2018-06-12,Residential,BRONX,10472,40.825294,-73.879347,Soundview-Bruckner
38873,108-20 LIBERTY AVE,2018-03-15,Residential,QUEENS,11419,40.683852,-73.833379,South Ozone Park
38889,920 TRINITY AVENUE,2018-04-18,Residential,BRONX,10456,40.822437,-73.906125,Morrisania-Melrose
38893,250 EAST 144TH ST,2018-06-28,Residential,BRONX,10451,40.815682,-73.924935,Mott Haven-Port Morris
38906,2387 CRESTON AVENUE,2018-06-19,Residential,BRONX,10468,40.860114,-73.899579,Fordham South
38911,1314 NELSON AVE,2018-01-18,Residential,BRONX,10452,40.840167,-73.923646,Highbridge
38918,800 MADISON STREET,2018-05-07,Residential,BROOKLYN,11221,40.687577,-73.925674,Stuyvesant Heights
38919,1665 MONROE AVE.,2018-06-04,Residential,BRONX,10457,40.843385,-73.906793,Mount Hope
38922,2707 MORRIS AVENUE,2018-02-20,Residential,BRONX,10468,40.867924,-73.895626,Van Cortlandt Village
38930,3111 GLENWOOD ROAD,2018-05-04,Residential,BROOKLYN,11210,40.634082,-73.946602,Flatbush
38938,131-13 ROCKAWAY BOUL EVARD,2018-06-29,Residential,QUEENS,11420,40.67488,-73.807145,South Ozone Park
38948,79-11 41ST AVENUE,2018-03-02,Residential,QUEENS,11373,40.745728,-73.88621,Elmhurst
